season,name,height,weight,game,game_date,age,min,fgm,fga,fg_percent,three_pm,three_pa,three_percent,ftm,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus
2021,Tyler Herro,6-5,195,32,2021-03-21,21,36:11,4,16,.250,0,7,.000,3,3,1.000,1,4,5,4,0,1,1,1,11,-5
2021,Tyler Herro,6-5,195,33,2021-03-23,21,26:01,3,11,.273,1,6,.167,0,0,,1,1,2,5,1,0,2,2,7,+8
2021,Tyler Herro,6-5,195,34,2021-03-25,21,35:17,9,19,.474,5,9,.556,6,6,1.000,1,3,4,8,1,0,2,1,29,-4
2021,Tyler Herro,6-5,195,35,2021-03-26,21,32:55,6,16,.375,1,5,.200,0,0,,1,3,4,3,0,0,2,0,13,+6
2021,Tyler Herro,6-5,195,36,2021-03-29,21,34:16,6,16,.375,4,9,.444,2,2,1.000,0,3,3,4,1,0,1,1,18,-5
2021,Tyler Herro,6-5,195,37,2021-03-31,21,32:13,6,13,.462,2,6,.333,3,5,.600,0,4,4,2,0,1,0,0,17,+3
2021,Tyler Herro,6-5,195,38,2021-04-01,21,35:25,8,13,.615,2,5,.400,2,2,1.000,1,3,4,3,2,1,0,3,20,+8
2021,Tyler Herro,6-5,195,39,2021-04-03,21,23:02,4,7,.571,0,3,.000,2,2,1.000,0,3,3,1,0,0,0,2,10,+4
2021,Tyler Herro,6-5,195,40,2021-04-06,21,27:16,7,10,.700,4,7,.571,1,2,.500,0,2,2,4,0,1,4,1,19,-13
2021,Tyler Herro,6-5,195,41,2021-04-08,21,30:46,5,9,.556,4,5,.800,1,2,.500,0,2,2,1,2,0,1,2,15,-4
2021,Tyler Herro,6-5,195,42,2021-04-11,21,30:02,6,11,.545,1,2,.500,1,2,.500,1,6,7,3,2,0,1,0,14,+11
2021,Tyler Herro,6-5,195,43,2021-04-13,21,27:18,5,11,.455,0,3,.000,0,0,,0,2,2,0,2,0,3,0,10,-21
2021,Tyler Herro,6-5,195,44,2021-04-14,21,26:39,2,10,.200,1,5,.200,0,0,,1,3,4,6,0,0,0,0,5,-14
2021,Tyler Herro,6-5,195,45,2021-04-16,21,22:40,1,7,.143,0,4,.000,2,2,1.000,0,3,3,4,1,1,2,1,4,-25
2021,Tyler Herro,6-5,195,46,2021-04-18,21,24:31,4,13,.308,1,2,.500,0,0,,0,4,4,6,1,0,0,0,9,-4
2021,Tyler Herro,6-5,195,,2021-04-19,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,47,2021-04-21,21,25:29,8,13,.615,5,6,.833,1,2,.500,1,5,6,4,0,0,0,1,22,+12
2021,Tyler Herro,6-5,195,48,2021-04-23,21,16:42,5,10,.500,2,5,.400,0,0,,0,2,2,0,0,0,1,2,12,-20
2021,Tyler Herro,6-5,195,,2021-04-24,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,,2021-04-26,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,,2021-04-28,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,,2021-05-01,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Tyler Herro,6-5,195,,2021-05-02,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Tyler Herro,6-5,195,,2021-05-04,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,49,2021-05-07,21,29:14,10,13,.769,6,8,.750,1,1,1.000,0,3,3,4,0,0,0,2,27,+21
2021,Tyler Herro,6-5,195,50,2021-05-09,21,17:08,5,9,.556,2,3,.667,0,0,,0,3,3,0,0,0,1,1,12,+7
2021,Tyler Herro,6-5,195,51,2021-05-11,21,34:36,10,15,.667,4,7,.571,0,0,,0,11,11,3,1,0,3,3,24,+10
2021,Tyler Herro,6-5,195,52,2021-05-13,21,29:18,6,13,.462,4,7,.571,2,2,1.000,2,4,6,2,0,0,2,1,18,+5
2021,Tyler Herro,6-5,195,53,2021-05-15,21,17:35,1,9,.111,0,5,.000,1,2,.500,0,6,6,2,0,0,3,0,3,-12
2021,Tyler Herro,6-5,195,54,2021-05-16,21,35:11,7,13,.538,1,5,.200,1,2,.500,0,6,6,11,0,0,1,3,16,+21
2022,Tyler Herro,6-5,195,1,2021-10-21,21,24:12,10,18,.556,4,8,.500,3,4,.750,1,5,6,5,0,0,2,1,27,+27
2022,Tyler Herro,6-5,195,2,2021-10-23,21,41:10,12,28,.429,3,12,.250,3,3,1.000,1,9,10,0,0,0,3,2,30,-15
2022,Tyler Herro,6-5,195,3,2021-10-25,21,29:31,5,12,.417,1,3,.333,2,2,1.000,0,5,5,9,0,0,3,1,13,+19
2022,Tyler Herro,6-5,195,4,2021-10-27,21,27:24,5,17,.294,1,6,.167,3,4,.750,2,6,8,2,0,0,3,0,14,+1
2022,Tyler Herro,6-5,195,5,2021-10-29,21,31:53,9,13,.692,4,6,.667,4,4,1.000,0,4,4,6,1,0,3,2,26,+20
2022,Tyler Herro,6-5,195,6,2021-10-30,21,31:51,8,19,.421,4,8,.500,2,3,.667,2,4,6,5,0,0,3,1,22,+9
2022,Tyler Herro,6-5,195,7,2021-11-02,21,34:48,11,20,.550,3,6,.500,0,0,,1,2,3,4,0,0,0,1,25,+21
2022,Tyler Herro,6-5,195,8,2021-11-04,21,29:00,3,11,.273,0,4,.000,0,0,,0,7,7,1,1,0,1,3,6,-32
2022,Tyler Herro,6-5,195,9,2021-11-06,21,34:23,11,18,.611,6,8,.750,1,2,.500,0,2,2,3,0,0,3,2,29,-1
2022,Tyler Herro,6-5,195,10,2021-11-08,21,30:43,3,12,.250,2,9,.222,3,3,1.000,0,3,3,5,1,0,1,0,11,-7
2022,Tyler Herro,6-5,195,11,2021-11-10,21,42:01,11,22,.500,5,8,.625,0,0,,1,3,4,3,0,0,3,1,27,-8
2022,Tyler Herro,6-5,195,12,2021-11-11,21,38:51,10,23,.435,0,6,.000,3,4,.750,2,5,7,3,1,0,2,1,23,+2
2022,Tyler Herro,6-5,195,13,2021-11-13,21,37:29,10,23,.435,1,7,.143,6,6,1.000,0,8,8,2,1,0,4,3,27,+8
2022,Tyler Herro,6-5,195,14,2021-11-15,21,36:52,9,18,.500,5,8,.625,3,3,1.000,0,7,7,6,2,0,6,2,26,+28
2022,Tyler Herro,6-5,195,15,2021-11-17,21,36:59,7,19,.368,3,9,.333,2,2,1.000,1,2,3,5,1,0,4,1,19,+19
2022,Tyler Herro,6-5,195,,2021-11-18,21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,16,2021-11-20,21,30:29,8,16,.500,3,6,.500,1,1,1.000,1,4,5,3,2,0,3,1,20,-14
2022,Tyler Herro,6-5,195,17,2021-11-23,21,32:55,12,21,.571,4,8,.500,3,4,.750,1,7,8,3,0,0,3,1,31,+15
2022,Tyler Herro,6-5,195,18,2021-11-24,21,33:43,5,18,.278,4,11,.364,2,2,1.000,0,7,7,2,0,1,5,1,16,-9
2022,Tyler Herro,6-5,195,,2021-11-27,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2022,Tyler Herro,6-5,195,,2021-11-29,21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,19,2021-12-01,21,36:30,9,23,.391,2,7,.286,1,1,1.000,0,1,1,6,0,0,4,1,21,-11
2022,Tyler Herro,6-5,195,20,2021-12-03,21,34:23,7,16,.438,3,4,.750,1,1,1.000,0,5,5,1,1,0,2,3,18,-2
2022,Tyler Herro,6-5,195,21,2021-12-04,21,32:30,4,17,.235,1,6,.167,6,8,.750,4,5,9,6,2,0,3,2,15,-22
2022,Tyler Herro,6-5,195,22,2021-12-06,21,28:30,11,19,.579,2,4,.500,0,0,,1,2,3,4,0,0,5,0,24,-2
2022,Tyler Herro,6-5,195,23,2021-12-08,21,28:01,3,9,.333,1,4,.250,2,2,1.000,0,2,2,3,1,1,7,0,9,-19
2022,Tyler Herro,6-5,195,24,2021-12-11,21,33:08,7,18,.389,3,9,.333,0,0,,1,5,6,3,0,0,3,2,17,+7
2022,Tyler Herro,6-5,195,25,2021-12-13,21,24:42,6,15,.400,0,3,.000,0,0,,0,2,2,2,0,0,2,0,12,-8
2022,Tyler Herro,6-5,195,,2021-12-15,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2022,Tyler Herro,6-5,195,,2021-12-17,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2022,Tyler Herro,6-5,195,,2021-12-19,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2022,Tyler Herro,6-5,195,26,2021-12-21,21,21:09,8,17,.471,5,8,.625,5,6,.833,0,1,1,5,0,0,0,1,26,+31
2022,Tyler Herro,6-5,195,27,2021-12-23,21,34:10,11,21,.524,3,5,.600,4,5,.800,0,4,4,4,1,0,1,2,29,+7
2022,Tyler Herro,6-5,195,28,2021-12-26,21,19:23,1,5,.200,0,1,.000,0,0,,0,2,2,8,1,0,2,2,2,+12
2022,Tyler Herro,6-5,195,29,2021-12-28,21,35:20,9,19,.474,5,7,.714,9,10,.900,0,6,6,3,0,0,2,1,32,-6
2022,Tyler Herro,6-5,195,30,2021-12-31,21,37:36,5,17,.294,1,9,.111,5,7,.714,0,6,6,9,0,0,4,0,16,+4
2022,Tyler Herro,6-5,195,31,2022-01-02,21,35:04,8,23,.348,4,11,.364,2,2,1.000,2,3,5,2,0,1,2,4,22,-14
2022,Tyler Herro,6-5,195,32,2022-01-03,21,41:33,7,23,.304,4,13,.308,0,0,,0,3,3,4,0,1,3,2,18,0
2022,Tyler Herro,6-5,195,33,2022-01-05,21,35:57,5,23,.217,2,9,.222,4,4,1.000,2,3,5,3,1,0,2,2,16,+1
2022,Tyler Herro,6-5,195,34,2022-01-08,21,33:34,12,20,.600,3,4,.750,6,6,1.000,0,5,5,3,3,1,4,3,33,+26
2022,Tyler Herro,6-5,195,35,2022-01-12,21,35:39,9,19,.474,1,6,.167,2,2,1.000,2,7,9,11,0,1,2,1,21,+18
2022,Tyler Herro,6-5,195,36,2022-01-14,21,31:49,7,16,.438,4,8,.500,6,6,1.000,0,2,2,3,0,0,3,2,24,-8
2022,Tyler Herro,6-5,195,37,2022-01-15,21,32:27,4,11,.364,2,4,.500,6,8,.750,0,2,2,3,2,0,2,2,16,-12
2022,Tyler Herro,6-5,195,38,2022-01-17,21,34:28,8,16,.500,1,3,.333,6,6,1.000,0,4,4,3,2,0,1,0,23,+6
2022,Tyler Herro,6-5,195,,2022-01-19,21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,,2022-01-21,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,,2022-01-23,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,39,2022-01-26,22,32:38,6,13,.462,3,6,.500,6,7,.857,0,6,6,4,0,0,4,1,21,-10
2022,Tyler Herro,6-5,195,40,2022-01-28,22,33:40,5,12,.417,1,3,.333,0,0,,0,4,4,4,0,1,3,4,11,-4
2022,Tyler Herro,6-5,195,41,2022-01-29,22,44:43,5,22,.227,3,14,.214,0,0,,1,5,6,4,0,0,5,2,13,+9
2022,Tyler Herro,6-5,195,42,2022-01-31,22,29:29,5,18,.278,2,8,.250,1,2,.500,0,2,2,3,0,0,1,1,13,-8
2022,Tyler Herro,6-5,195,43,2022-02-01,22,28:40,7,12,.583,2,5,.400,2,2,1.000,1,2,3,5,0,0,3,5,18,+2
2022,Tyler Herro,6-5,195,44,2022-02-03,22,31:52,11,20,.550,0,5,.000,2,2,1.000,0,5,5,5,2,0,1,1,24,+20
2022,Tyler Herro,6-5,195,45,2022-02-05,22,29:08,7,13,.538,5,8,.625,0,0,,0,4,4,2,3,1,3,1,19,+23
2022,Tyler Herro,6-5,195,,2022-02-07,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,,2022-02-10,22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2022,Tyler Herro,6-5,195,46,2022-02-12,22,23:27,4,11,.364,0,3,.000,7,7,1.000,0,6,6,1,0,0,2,1,15,-6
2022,Tyler Herro,6-5,195,,2022-02-15,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,,2022-02-17,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,47,2022-02-25,22,30:38,9,18,.500,4,9,.444,3,6,.500,0,7,7,2,3,0,1,4,25,+26
2022,Tyler Herro,6-5,195,48,2022-02-26,22,33:49,11,19,.579,4,9,.444,1,4,.250,0,2,2,3,0,0,2,1,27,+20
2022,Tyler Herro,6-5,195,49,2022-02-28,22,30:18,7,13,.538,1,3,.333,5,5,1.000,0,6,6,5,0,0,2,1,20,+3
2022,Tyler Herro,6-5,195,50,2022-03-02,22,35:09,11,21,.524,6,10,.600,2,2,1.000,1,6,7,5,1,0,5,2,30,+8
2022,Tyler Herro,6-5,195,51,2022-03-03,22,34:56,8,19,.421,1,5,.200,10,10,1.000,0,4,4,8,1,0,1,0,27,+8
2022,Tyler Herro,6-5,195,52,2022-03-05,22,34:09,9,16,.563,1,3,.333,2,2,1.000,0,7,7,3,0,0,3,0,21,+17
2022,Tyler Herro,6-5,195,53,2022-03-07,22,30:37,12,18,.667,6,9,.667,1,1,1.000,0,2,2,3,1,0,3,0,31,+18
2022,Tyler Herro,6-5,195,54,2022-03-09,22,30:41,7,20,.350,2,9,.222,1,1,1.000,0,2,2,1,1,0,1,0,17,-26
2022,Tyler Herro,6-5,195,55,2022-03-11,22,33:34,8,15,.533,2,4,.500,4,5,.800,0,1,1,2,1,0,1,0,22,+2
2022,Tyler Herro,6-5,195,56,2022-03-12,22,36:30,8,19,.421,6,10,.600,8,8,1.000,0,7,7,2,2,0,1,1,30,+11
2022,Tyler Herro,6-5,195,57,2022-03-15,22,34:20,8,15,.533,4,8,.500,9,11,.818,0,5,5,4,0,0,1,2,29,+1
2022,Tyler Herro,6-5,195,58,2022-03-18,22,27:54,9,13,.692,2,4,.500,6,6,1.000,2,5,7,4,0,0,1,0,26,+2
2022,Tyler Herro,6-5,195,59,2022-03-21,22,29:46,5,15,.333,0,3,.000,0,0,,0,4,4,4,0,0,0,0,10,-15
2022,Tyler Herro,6-5,195,,2022-03-23,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,,2022-03-25,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tyler Herro,6-5,195,60,2022-03-26,22,31:46,5,14,.357,0,5,.000,3,3,1.000,0,4,4,3,3,0,5,0,13,-25
2022,Tyler Herro,6-5,195,61,2022-03-28,22,28:41,8,15,.533,4,8,.500,0,0,,0,5,5,6,0,0,2,2,20,+16
2022,Tyler Herro,6-5,195,62,2022-03-30,22,32:04,5,14,.357,2,6,.333,0,0,,0,10,10,5,0,0,2,2,12,+1
2022,Tyler Herro,6-5,195,63,2022-04-02,22,29:17,6,16,.375,6,7,.857,1,3,.333,0,8,8,2,0,0,1,4,19,+11
2022,Tyler Herro,6-5,195,64,2022-04-03,22,36:24,8,16,.500,1,5,.200,1,2,.500,1,8,9,8,0,0,8,3,18,+7
2022,Tyler Herro,6-5,195,65,2022-04-05,22,33:53,11,18,.611,6,10,.600,7,7,1.000,1,5,6,3,1,0,5,2,35,+35
2022,Tyler Herro,6-5,195,66,2022-04-08,22,32:47,6,12,.500,1,2,.500,2,2,1.000,0,5,5,9,1,0,1,1,15,+3
2022,Tyler Herro,6-5,195,,2022-04-10,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,1,2022-10-19,22,34:28,8,15,.533,4,8,.500,3,4,.750,0,6,6,1,2,0,1,2,23,-18
2023,Tyler Herro,6-5,195,2,2022-10-21,22,36:06,10,21,.476,2,6,.333,3,3,1.000,0,6,6,3,0,2,1,3,25,-1
2023,Tyler Herro,6-5,195,3,2022-10-22,22,22:17,4,8,.500,1,4,.250,5,5,1.000,2,6,8,6,0,0,2,5,14,0
2023,Tyler Herro,6-5,195,4,2022-10-24,22,40:00,8,18,.444,2,9,.222,4,5,.800,1,14,15,4,1,0,4,1,22,-12
2023,Tyler Herro,6-5,195,5,2022-10-26,22,28:23,5,13,.385,3,8,.375,1,1,1.000,0,4,4,4,0,0,1,2,14,+10
2023,Tyler Herro,6-5,195,6,2022-10-27,22,31:46,3,12,.250,1,5,.200,0,0,,0,4,4,2,0,0,2,1,7,-10
2023,Tyler Herro,6-5,195,7,2022-10-29,22,34:52,13,22,.591,5,8,.625,3,4,.750,1,2,3,0,0,0,3,1,34,+11
2023,Tyler Herro,6-5,195,8,2022-11-01,22,9:57,1,4,.250,0,0,,0,0,,0,1,1,1,1,1,0,0,2,-6
2023,Tyler Herro,6-5,195,9,2022-11-02,22,37:49,12,21,.571,2,6,.333,0,0,,2,10,12,0,1,3,2,0,26,+15
2023,Tyler Herro,6-5,195,10,2022-11-04,22,38:21,8,20,.400,4,10,.400,9,9,1.000,0,5,5,5,2,0,5,1,29,-2
2023,Tyler Herro,6-5,195,,2022-11-07,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,,2022-11-10,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,,2022-11-12,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,,2022-11-14,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,,2022-11-16,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,,2022-11-18,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,,2022-11-20,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,,2022-11-21,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyler Herro,6-5,195,11,2022-11-23,22,29:23,6,15,.400,5,10,.500,0,2,.000,0,5,5,3,0,0,3,3,17,-10
2023,Tyler Herro,6-5,195,12,2022-11-25,22,38:39,4,18,.222,2,10,.200,1,1,1.000,0,5,5,10,0,1,5,1,11,+8
2023,Tyler Herro,6-5,195,13,2022-11-27,22,39:55,3,13,.231,0,8,.000,5,5,1.000,1,10,11,10,1,0,2,3,11,+7
2023,Tyler Herro,6-5,195,14,2022-11-30,22,37:17,9,17,.529,2,6,.333,2,2,1.000,2,4,6,9,0,1,4,2,22,-10
2023,Tyler Herro,6-5,195,15,2022-12-02,22,38:57,10,19,.526,6,10,.600,0,0,,0,5,5,3,3,0,5,2,26,+7
2023,Tyler Herro,6-5,195,16,2022-12-05,22,39:44,8,20,.400,3,11,.273,4,4,1.000,2,11,13,5,1,0,2,0,23,+1
2023,Tyler Herro,6-5,195,17,2022-12-06,22,37:15,12,17,.706,2,4,.500,8,8,1.000,0,3,3,6,1,0,1,1,34,-6
2023,Tyler Herro,6-5,195,18,2022-12-08,22,39:25,6,17,.353,4,8,.500,3,3,1.000,0,9,9,3,2,0,3,2,19,+16
2023,Tyler Herro,6-5,195,19,2022-12-10,22,36:28,8,16,.500,5,8,.625,2,4,.500,0,5,5,5,1,1,4,1,23,-3
2023,Tyler Herro,6-5,195,20,2022-12-12,22,34:11,3,11,.273,2,7,.286,0,0,,0,3,3,6,1,1,2,4,8,+16
2023,Tyler Herro,6-5,195,21,2022-12-14,22,39:58,12,23,.522,9,17,.529,2,2,1.000,1,2,3,2,0,0,1,1,35,0
2023,Tyler Herro,6-5,195,22,2022-12-15,22,39:46,13,20,.650,10,15,.667,5,5,1.000,1,5,6,2,1,1,4,0,41,+4
2023,Tyler Herro,6-5,195,23,2022-12-17,22,38:07,6,16,.375,3,9,.333,6,6,1.000,0,6,6,7,2,0,4,4,21,+11
2023,Tyler Herro,6-5,195,24,2022-12-20,22,42:15,7,16,.438,4,11,.364,1,1,1.000,0,3,3,7,2,0,3,1,19,-20
2023,Tyler Herro,6-5,195,25,2022-12-23,22,38:34,10,23,.435,5,13,.385,3,3,1.000,1,3,4,2,0,0,2,2,28,+5
2023,Tyler Herro,6-5,195,26,2022-12-26,22,34:30,7,19,.368,0,8,.000,0,0,,0,2,2,8,3,0,3,1,14,-3
2023,Tyler Herro,6-5,195,27,2022-12-28,22,36:10,6,17,.353,3,7,.429,3,3,1.000,0,4,4,9,2,0,1,3,18,+29
2023,Tyler Herro,6-5,195,28,2022-12-30,22,32:45,9,18,.500,4,9,.444,4,4,1.000,1,9,10,5,1,0,1,1,26,-6
2023,Tyler Herro,6-5,195,29,2022-12-31,22,34:01,10,20,.500,3,11,.273,6,7,.857,0,9,9,6,2,0,5,4,29,-2
2023,Tyler Herro,6-5,195,30,2023-01-02,22,39:13,7,15,.467,5,9,.556,4,4,1.000,0,7,7,3,1,0,1,2,23,+23
2023,Tyler Herro,6-5,195,31,2023-01-04,22,34:58,4,14,.286,1,5,.200,0,0,,0,4,4,3,0,0,4,3,9,-6
2023,Tyler Herro,6-5,195,,2023-01-06,22,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2023,Tyler Herro,6-5,195,32,2023-01-08,22,37:39,8,21,.381,5,13,.385,3,3,1.000,0,4,4,2,0,0,1,1,24,-8
2023,Tyler Herro,6-5,195,,2023-01-10,22,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
