season,name,height,weight,game,game_date,age,min,fgm,fga,fg_percent,three_pm,three_pa,three_percent,ftm,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus
2022,Lauri Markkanen,7-0,240,,2022-02-04,24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Lauri Markkanen,7-0,240,,2022-02-06,24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Lauri Markkanen,7-0,240,,2022-02-09,24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Lauri Markkanen,7-0,240,,2022-02-11,24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Lauri Markkanen,7-0,240,,2022-02-12,24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Lauri Markkanen,7-0,240,,2022-02-15,24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Lauri Markkanen,7-0,240,39,2022-02-24,24,27:43,6,16,.375,2,7,.286,8,10,.800,2,4,6,1,0,1,0,4,22,-8
2022,Lauri Markkanen,7-0,240,40,2022-02-26,24,34:33,6,18,.333,6,9,.667,5,6,.833,0,6,6,1,0,1,1,0,23,+5
2022,Lauri Markkanen,7-0,240,41,2022-02-28,24,35:04,2,7,.286,1,6,.167,5,6,.833,0,4,4,1,0,0,5,2,10,0
2022,Lauri Markkanen,7-0,240,42,2022-03-02,24,30:47,3,10,.300,2,6,.333,4,4,1.000,0,5,5,3,2,0,1,0,12,-6
2022,Lauri Markkanen,7-0,240,43,2022-03-04,24,17:32,3,7,.429,0,1,.000,0,0,,3,4,7,0,1,0,1,4,6,+7
2022,Lauri Markkanen,7-0,240,44,2022-03-06,24,37:43,8,18,.444,3,12,.250,3,4,.750,0,12,12,0,0,1,1,0,22,-2
2022,Lauri Markkanen,7-0,240,45,2022-03-08,24,30:08,8,14,.571,1,5,.200,4,4,1.000,3,2,5,1,1,1,0,3,21,-2
2022,Lauri Markkanen,7-0,240,46,2022-03-11,24,31:49,6,12,.500,2,6,.333,1,1,1.000,0,4,4,1,1,1,1,2,15,-15
2022,Lauri Markkanen,7-0,240,,2022-03-12,24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Lauri Markkanen,7-0,240,47,2022-03-14,24,46:04,5,9,.556,4,6,.667,3,4,.750,1,8,9,1,1,0,1,2,17,-1
2022,Lauri Markkanen,7-0,240,48,2022-03-16,24,33:11,4,9,.444,2,6,.333,3,4,.750,0,4,4,2,2,0,0,2,13,-4
2022,Lauri Markkanen,7-0,240,49,2022-03-18,24,42:02,11,18,.611,6,12,.500,3,4,.750,0,10,10,3,4,0,1,4,31,+21
2022,Lauri Markkanen,7-0,240,50,2022-03-19,24,32:49,3,8,.375,1,4,.250,1,2,.500,0,4,4,2,0,0,1,2,8,-8
2022,Lauri Markkanen,7-0,240,51,2022-03-21,24,37:18,6,12,.500,4,10,.400,2,2,1.000,1,8,9,1,0,0,0,2,18,+2
2022,Lauri Markkanen,7-0,240,52,2022-03-24,24,36:07,6,10,.600,2,6,.333,6,6,1.000,1,4,5,1,1,0,1,2,20,-3
2022,Lauri Markkanen,7-0,240,53,2022-03-26,24,32:22,5,13,.385,1,7,.143,3,4,.750,3,6,9,2,2,1,2,6,14,-4
2022,Lauri Markkanen,7-0,240,54,2022-03-28,24,29:08,6,15,.400,3,9,.333,5,5,1.000,0,3,3,0,0,0,2,3,20,+11
2022,Lauri Markkanen,7-0,240,55,2022-03-30,24,32:56,5,12,.417,1,6,.167,2,2,1.000,1,5,6,1,0,1,0,2,13,-10
2022,Lauri Markkanen,7-0,240,56,2022-03-31,24,19:32,3,8,.375,1,4,.250,1,1,1.000,2,2,4,0,1,0,2,4,8,-12
2022,Lauri Markkanen,7-0,240,57,2022-04-02,24,24:01,2,3,.667,1,2,.500,5,6,.833,0,9,9,1,0,0,0,4,10,+13
2022,Lauri Markkanen,7-0,240,58,2022-04-03,24,38:44,5,12,.417,4,7,.571,2,2,1.000,0,7,7,2,0,0,1,6,16,-6
2022,Lauri Markkanen,7-0,240,59,2022-04-05,24,34:43,7,16,.438,6,12,.500,5,5,1.000,0,4,4,1,0,2,0,3,25,+2
2022,Lauri Markkanen,7-0,240,60,2022-04-08,24,25:01,7,14,.500,2,5,.400,1,1,1.000,1,3,4,0,0,0,2,4,17,-19
2022,Lauri Markkanen,7-0,240,61,2022-04-10,24,20:39,8,11,.727,4,7,.571,3,3,1.000,0,7,7,0,0,0,0,1,23,+33
2023,Lauri Markkanen,7-0,240,1,2022-10-19,25,33:03,6,12,.500,3,7,.429,2,2,1.000,0,4,4,4,2,0,1,3,17,+4
2023,Lauri Markkanen,7-0,240,2,2022-10-21,25,39:08,10,23,.435,2,10,.200,2,2,1.000,5,8,13,5,0,1,1,1,24,+7
2023,Lauri Markkanen,7-0,240,3,2022-10-23,25,39:16,9,17,.529,2,6,.333,11,11,1.000,3,9,12,2,2,1,2,3,31,+6
2023,Lauri Markkanen,7-0,240,4,2022-10-24,25,30:54,7,19,.368,0,6,.000,0,3,.000,3,3,6,1,0,0,1,0,14,+1
2023,Lauri Markkanen,7-0,240,5,2022-10-26,25,34:00,10,15,.667,1,4,.250,3,4,.750,1,8,9,3,0,1,4,1,24,+10
2023,Lauri Markkanen,7-0,240,6,2022-10-28,25,25:56,7,14,.500,3,6,.500,0,0,,2,8,10,1,0,0,3,3,17,-10
2023,Lauri Markkanen,7-0,240,7,2022-10-29,25,37:56,9,21,.429,2,9,.222,3,3,1.000,2,7,9,5,1,1,2,1,23,+9
2023,Lauri Markkanen,7-0,240,8,2022-10-31,25,31:34,11,15,.733,4,6,.667,5,6,.833,4,7,11,2,1,4,2,2,31,+15
2023,Lauri Markkanen,7-0,240,9,2022-11-02,25,33:32,6,10,.600,0,4,.000,2,3,.667,0,7,7,0,0,0,2,3,14,+3
2023,Lauri Markkanen,7-0,240,10,2022-11-04,25,32:42,9,17,.529,3,9,.333,6,6,1.000,3,10,13,4,1,1,1,1,27,+4
2023,Lauri Markkanen,7-0,240,11,2022-11-06,25,33:21,5,9,.556,1,3,.333,7,7,1.000,2,7,9,3,1,1,2,3,18,+8
2023,Lauri Markkanen,7-0,240,12,2022-11-07,25,27:44,10,15,.667,1,4,.250,2,3,.667,1,2,3,2,0,1,1,2,23,+14
2023,Lauri Markkanen,7-0,240,13,2022-11-09,25,31:21,9,18,.500,6,8,.750,8,8,1.000,2,6,8,0,0,1,3,2,32,-12
2023,Lauri Markkanen,7-0,240,14,2022-11-12,25,31:13,8,14,.571,1,3,.333,0,0,,1,4,5,1,0,2,1,0,17,-23
2023,Lauri Markkanen,7-0,240,15,2022-11-13,25,34:08,6,13,.462,2,5,.400,1,4,.250,3,7,10,0,0,0,4,1,15,-15
2023,Lauri Markkanen,7-0,240,16,2022-11-15,25,29:32,5,11,.455,2,5,.400,1,2,.500,4,2,6,4,0,2,2,4,13,+16
2023,Lauri Markkanen,7-0,240,17,2022-11-18,25,34:36,15,18,.833,2,3,.667,6,8,.750,1,5,6,3,1,0,1,2,38,+5
2023,Lauri Markkanen,7-0,240,18,2022-11-19,25,32:28,7,13,.538,3,5,.600,6,8,.750,3,7,10,2,1,0,3,4,23,-2
2023,Lauri Markkanen,7-0,240,19,2022-11-21,25,38:49,10,21,.476,1,5,.200,4,4,1.000,7,3,10,3,1,1,2,1,25,+14
2023,Lauri Markkanen,7-0,240,20,2022-11-23,25,34:22,4,13,.308,3,7,.429,2,2,1.000,0,8,8,2,0,0,3,3,13,-3
2023,Lauri Markkanen,7-0,240,21,2022-11-25,25,37:12,9,17,.529,5,11,.455,1,1,1.000,3,3,6,1,0,0,4,3,24,+12
2023,Lauri Markkanen,7-0,240,22,2022-11-26,25,35:37,4,13,.308,2,8,.250,5,7,.714,1,9,10,2,0,0,2,3,15,+2
2023,Lauri Markkanen,7-0,240,23,2022-11-28,25,37:54,12,18,.667,7,11,.636,1,2,.500,2,7,9,1,0,0,2,1,32,-3
2023,Lauri Markkanen,7-0,240,24,2022-11-30,25,36:21,7,11,.636,4,7,.571,5,5,1.000,1,8,9,2,0,0,1,3,23,+6
2023,Lauri Markkanen,7-0,240,25,2022-12-02,25,33:13,8,15,.533,5,9,.556,3,4,.750,2,11,13,3,1,0,1,1,24,+19
2023,Lauri Markkanen,7-0,240,26,2022-12-03,25,35:29,4,10,.400,4,6,.667,9,9,1.000,1,5,6,2,3,1,5,2,21,+6
2023,Lauri Markkanen,7-0,240,,2022-12-07,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,,2022-12-09,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,,2022-12-10,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,27,2022-12-13,25,30:52,8,16,.500,2,7,.286,1,2,.500,2,9,11,1,1,1,2,3,19,+23
2023,Lauri Markkanen,7-0,240,28,2022-12-15,25,42:09,8,15,.533,5,9,.556,10,10,1.000,0,5,5,3,0,0,2,5,31,-3
2023,Lauri Markkanen,7-0,240,29,2022-12-17,25,28:14,7,13,.538,3,6,.500,1,1,1.000,1,3,4,2,0,0,0,2,18,-14
2023,Lauri Markkanen,7-0,240,30,2022-12-19,25,31:54,7,12,.583,3,6,.500,7,10,.700,1,5,6,1,2,0,2,2,24,-21
2023,Lauri Markkanen,7-0,240,31,2022-12-20,25,35:47,13,20,.650,9,13,.692,3,4,.750,0,5,5,1,1,0,1,3,38,+20
2023,Lauri Markkanen,7-0,240,32,2022-12-22,25,29:15,7,14,.500,4,9,.444,3,3,1.000,0,5,5,1,0,0,1,4,21,+22
2023,Lauri Markkanen,7-0,240,33,2022-12-26,25,37:45,8,18,.444,3,10,.300,13,13,1.000,1,11,12,1,0,2,0,2,32,-2
2023,Lauri Markkanen,7-0,240,34,2022-12-28,25,35:48,10,22,.455,7,13,.538,2,3,.667,2,14,16,1,1,0,2,1,29,+2
2023,Lauri Markkanen,7-0,240,35,2022-12-30,25,34:25,16,24,.667,1,7,.143,3,3,1.000,1,4,5,0,0,0,1,0,36,-1
2023,Lauri Markkanen,7-0,240,36,2022-12-31,25,36:02,7,15,.467,3,7,.429,12,12,1.000,5,9,14,0,1,0,1,2,29,-1
2023,Lauri Markkanen,7-0,240,37,2023-01-03,25,36:02,6,15,.400,1,7,.143,15,15,1.000,0,8,8,1,0,0,2,2,28,-6
2023,Lauri Markkanen,7-0,240,38,2023-01-05,25,36:09,15,27,.556,6,15,.400,13,13,1.000,1,7,8,1,0,1,0,0,49,+16
2023,Lauri Markkanen,7-0,240,39,2023-01-07,25,36:26,12,20,.600,2,7,.286,2,3,.667,1,3,4,3,3,0,2,3,28,0
2023,Lauri Markkanen,7-0,240,40,2023-01-08,25,29:18,8,18,.444,1,4,.250,4,4,1.000,1,7,8,1,0,2,1,1,21,0
2023,Lauri Markkanen,7-0,240,41,2023-01-10,25,39:19,6,18,.333,1,5,.200,12,14,.857,3,13,16,1,1,0,1,2,25,+7
2023,Lauri Markkanen,7-0,240,42,2023-01-13,25,36:10,4,13,.308,3,6,.500,17,21,.810,1,11,12,2,1,1,5,2,28,+8
2023,Lauri Markkanen,7-0,240,,2023-01-14,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,,2023-01-16,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,43,2023-01-18,25,33:18,11,20,.550,6,8,.750,6,6,1.000,2,10,12,1,1,2,0,3,34,+26
2023,Lauri Markkanen,7-0,240,44,2023-01-20,25,36:45,8,16,.500,6,10,.600,0,0,,2,9,11,1,1,0,2,0,22,-21
2023,Lauri Markkanen,7-0,240,45,2023-01-23,25,32:23,8,14,.571,4,8,.500,5,6,.833,0,11,11,2,1,1,2,3,25,+23
2023,Lauri Markkanen,7-0,240,46,2023-01-25,25,34:10,7,16,.438,3,6,.500,7,8,.875,1,3,4,1,0,0,0,0,24,+2
2023,Lauri Markkanen,7-0,240,47,2023-01-28,25,36:00,11,20,.550,4,8,.500,3,4,.750,0,5,5,0,1,1,1,2,29,+7
2023,Lauri Markkanen,7-0,240,48,2023-02-01,25,35:33,7,13,.538,4,9,.444,10,10,1.000,2,11,13,1,1,1,4,3,28,-1
2023,Lauri Markkanen,7-0,240,49,2023-02-03,25,36:53,8,19,.421,3,11,.273,6,7,.857,4,6,10,1,0,0,0,1,25,+3
2023,Lauri Markkanen,7-0,240,50,2023-02-06,25,36:15,9,17,.529,1,7,.143,0,0,,1,6,7,0,2,1,2,6,19,-23
2023,Lauri Markkanen,7-0,240,51,2023-02-08,25,23:24,8,16,.500,3,7,.429,2,2,1.000,1,4,5,3,0,0,2,2,21,-32
2023,Lauri Markkanen,7-0,240,52,2023-02-10,25,38:08,9,20,.450,2,7,.286,3,3,1.000,2,7,9,5,1,0,3,3,23,+12
2023,Lauri Markkanen,7-0,240,53,2023-02-11,25,34:57,9,23,.391,3,10,.300,8,10,.800,4,1,5,3,0,3,0,1,29,+1
2023,Lauri Markkanen,7-0,240,54,2023-02-13,25,36:32,10,20,.500,2,9,.222,7,7,1.000,1,10,11,2,0,0,3,1,29,+3
2023,Lauri Markkanen,7-0,240,,2023-02-15,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,55,2023-02-23,25,40:26,15,28,.536,3,12,.250,10,10,1.000,5,5,10,2,0,0,4,3,43,+14
2023,Lauri Markkanen,7-0,240,56,2023-02-25,25,32:09,9,17,.529,3,7,.429,6,6,1.000,1,3,4,2,0,0,2,1,27,+7
2023,Lauri Markkanen,7-0,240,57,2023-02-28,25,35:03,9,21,.429,4,8,.500,6,8,.750,3,7,10,1,1,0,3,1,28,+5
2023,Lauri Markkanen,7-0,240,58,2023-03-03,25,29:37,6,14,.429,0,5,.000,8,11,.727,4,6,10,2,0,1,6,3,20,-26
2023,Lauri Markkanen,7-0,240,,2023-03-05,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,59,2023-03-07,25,39:00,12,20,.600,5,9,.556,4,7,.571,2,4,6,2,2,1,2,4,33,-9
2023,Lauri Markkanen,7-0,240,60,2023-03-09,25,34:01,11,22,.500,3,9,.333,6,6,1.000,1,4,5,2,0,1,2,2,31,+13
2023,Lauri Markkanen,7-0,240,61,2023-03-11,25,35:42,3,22,.136,1,9,.111,6,6,1.000,4,9,13,3,0,0,1,1,13,+17
2023,Lauri Markkanen,7-0,240,62,2023-03-13,25,36:50,14,26,.538,6,12,.500,4,6,.667,5,3,8,1,3,1,2,1,38,+1
2023,Lauri Markkanen,7-0,240,63,2023-03-18,25,34:52,10,23,.435,4,12,.333,4,4,1.000,2,8,10,3,0,0,0,3,28,+7
2023,Lauri Markkanen,7-0,240,,2023-03-20,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,64,2023-03-22,25,33:18,14,23,.609,4,12,.333,8,9,.889,1,11,12,3,0,0,4,2,40,-16
2023,Lauri Markkanen,7-0,240,,2023-03-24,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,,2023-03-25,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,65,2023-03-27,25,35:40,6,22,.273,2,10,.200,11,12,.917,3,6,9,2,0,0,1,1,25,-4
2023,Lauri Markkanen,7-0,240,,2023-03-29,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,,2023-03-31,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,66,2023-04-02,25,34:42,8,21,.381,1,8,.125,6,6,1.000,2,7,9,2,2,0,2,3,23,+11
2023,Lauri Markkanen,7-0,240,,2023-04-04,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,,2023-04-06,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,,2023-04-08,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Lauri Markkanen,7-0,240,,2023-04-09,25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Tyler Herro,6-5,195,1,2020-12-23,20,32:06,6,14,.429,1,5,.200,0,0,,0,6,6,4,0,0,4,3,13,-7
2021,Tyler Herro,6-5,195,2,2020-12-25,20,32:20,3,10,.300,2,4,.500,3,3,1.000,0,2,2,3,1,0,3,1,11,0
2021,Tyler Herro,6-5,195,3,2020-12-29,20,33:10,9,16,.563,3,8,.375,2,3,.667,0,3,3,7,1,0,1,2,23,-32
2021,Tyler Herro,6-5,195,4,2020-12-30,20,38:49,8,13,.615,2,6,.333,3,4,.750,1,14,15,4,0,0,4,3,21,+10
2021,Tyler Herro,6-5,195,5,2021-01-01,20,29:12,5,11,.455,1,4,.250,0,0,,0,3,3,2,0,0,0,0,11,-16
2021,Tyler Herro,6-5,195,6,2021-01-04,20,29:05,3,9,.333,1,5,.200,0,0,,0,9,9,8,1,0,2,2,7,+17
2021,Tyler Herro,6-5,195,7,2021-01-06,20,34:07,2,8,.250,1,5,.200,3,5,.600,0,7,7,1,0,0,2,1,8,+2
2021,Tyler Herro,6-5,195,8,2021-01-09,20,37:11,12,20,.600,1,5,.200,6,8,.750,0,9,9,2,0,0,3,3,31,-2
2021,Tyler Herro,6-5,195,9,2021-01-12,20,39:17,12,26,.462,3,9,.333,7,8,.875,0,7,7,4,0,1,6,0,34,-17
2021,Tyler Herro,6-5,195,10,2021-01-14,20,31:51,7,16,.438,1,2,.500,2,3,.667,0,6,6,3,1,0,3,1,17,-15
2021,Tyler Herro,6-5,195,,2021-01-16,20,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,,2021-01-18,20,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,,2021-01-20,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,,2021-01-22,21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Tyler Herro,6-5,195,,2021-01-23,21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Tyler Herro,6-5,195,,2021-01-25,21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Tyler Herro,6-5,195,,2021-01-27,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,11,2021-01-28,21,31:56,8,21,.381,1,6,.167,2,2,1.000,1,9,10,5,1,0,3,1,19,+1
2021,Tyler Herro,6-5,195,12,2021-01-30,21,40:03,5,12,.417,2,5,.400,3,4,.750,1,3,4,3,0,2,4,2,15,+1
2021,Tyler Herro,6-5,195,13,2021-02-01,21,33:29,3,10,.300,3,7,.429,2,2,1.000,0,3,3,8,1,0,3,2,11,-9
2021,Tyler Herro,6-5,195,14,2021-02-03,21,34:15,8,15,.533,4,9,.444,0,0,,0,2,2,0,0,0,1,2,20,-3
2021,Tyler Herro,6-5,195,15,2021-02-05,21,29:22,6,15,.400,3,7,.429,2,2,1.000,2,2,4,4,1,2,3,2,17,+5
2021,Tyler Herro,6-5,195,16,2021-02-07,21,32:24,7,13,.538,2,3,.667,0,0,,1,5,6,4,0,0,2,1,16,+2
2021,Tyler Herro,6-5,195,17,2021-02-09,21,35:55,6,15,.400,3,8,.375,0,0,,0,7,7,4,0,0,1,1,15,+2
2021,Tyler Herro,6-5,195,,2021-02-11,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Tyler Herro,6-5,195,18,2021-02-13,21,32:35,5,16,.313,2,8,.250,0,0,,1,2,3,6,1,0,3,4,12,-9
2021,Tyler Herro,6-5,195,19,2021-02-15,21,40:42,11,20,.550,4,10,.400,1,3,.333,2,3,5,2,1,2,2,1,27,-8
2021,Tyler Herro,6-5,195,20,2021-02-17,21,39:20,3,15,.200,2,8,.250,3,3,1.000,0,15,15,4,0,3,2,1,11,-5
2021,Tyler Herro,6-5,195,21,2021-02-18,21,32:26,12,17,.706,2,4,.500,1,2,.500,0,4,4,3,1,0,3,3,27,-3
2021,Tyler Herro,6-5,195,22,2021-02-20,21,13:45,2,5,.400,1,3,.333,0,1,.000,0,4,4,3,0,0,1,0,5,+2
2021,Tyler Herro,6-5,195,,2021-02-22,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,,2021-02-24,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,,2021-02-26,21,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Tyler Herro,6-5,195,23,2021-02-28,21,29:28,4,10,.400,2,4,.500,4,4,1.000,0,2,2,4,1,0,4,2,14,+19
2021,Tyler Herro,6-5,195,24,2021-03-02,21,28:22,3,12,.250,3,7,.429,0,0,,2,3,5,1,4,0,1,1,9,-18
2021,Tyler Herro,6-5,195,25,2021-03-04,21,27:03,1,6,.167,0,2,.000,0,0,,0,2,2,1,0,0,0,1,2,+6
2021,Tyler Herro,6-5,195,26,2021-03-11,21,28:50,7,15,.467,1,7,.143,2,2,1.000,0,4,4,5,1,0,1,0,17,+8
2021,Tyler Herro,6-5,195,27,2021-03-12,21,23:18,1,7,.143,0,3,.000,2,4,.500,0,4,4,1,1,0,1,2,4,+5
2021,Tyler Herro,6-5,195,28,2021-03-14,21,29:23,8,16,.500,4,8,.500,2,2,1.000,3,5,8,3,1,1,2,1,22,+7
2021,Tyler Herro,6-5,195,29,2021-03-16,21,31:53,4,13,.308,0,3,.000,7,7,1.000,1,2,3,2,1,0,2,0,15,+6
2021,Tyler Herro,6-5,195,30,2021-03-17,21,25:42,4,11,.364,1,3,.333,2,2,1.000,0,5,5,2,0,1,2,0,11,-5
2021,Tyler Herro,6-5,195,31,2021-03-19,21,28:03,4,15,.267,1,5,.200,6,6,1.000,0,5,5,1,2,0,2,1,15,-18
